,ea0390,Generating an Agent Taxonomy Using Topological Data Analysis,1,390,"Samarth Swarup, Reza Rezazadegan",Main Track,Generating an Agent Taxonomy Using Topological Data Analysis,TRUE," Swarup, ",8,16,16," Swarup, "
,ea0392,Warning Time: Optimizing Strategic Signaling for Security Against Boundedly Rational Adversaries,1,392,"Sarah Cooney, Phebe Vayanos, Thanh Nguyen, Cleotilde Gonzalez, Christian Lebiere, Edward Cranford, Milind Tambe",Main Track,Warning Time: Optimizing Strategic Signaling for Security Against Boundedly Rational Adversaries,TRUE," Cooney, ",6,14,14," Cooney, "
,ea0414,Coordination Structures Generated by Deep Reinforcement Learning in Distributed Task Executions,1,414,"Yuki Miyashita, Toshiharu Sugawara",Main Track,Coordination Structures Generated by Deep Reinforcement Learning in Distributed Task Executions,TRUE," Miyashita, ",5,16,16," Miyashita, "
,ea0421,Memory based Multiagent One Shot Learning,1,421,"Shauharda Khadka, Connor Yates, Kagan Tumer",Main Track,Memory Based Multiagent One Shot Learning,FALSE," Khadka, ",10,18,18," Khadka, "
,ea0442,"Obvious Strategyproofness, Bounded Rationality and Approximation",1,442,"Diodato Ferraioli, Carmine Ventre",Main Track,"Obvious Strategyproofness, Bounded Rationality and Approximation",TRUE," Ferraioli, ",8,19,19," Ferraioli, "
,ea0447,An Optimal Rewiring Strategy for Cooperative Multiagent Social Learning,1,447,"Hongyao Tang, Jianye Hao, Li Wang, Zan Wang, Tim Baarslag",Main Track,An Optimal Rewiring Strategy for Cooperative Multiagent Social Learning,TRUE," Tang, ",8,14,14," Tang, "
,ea0462,Improving Wind Power Forecasting through Cooperation: A Case-Study on Operating Farms,1,462,"Tanguy Esteoule, Carole Bernon, Marie-Pierre Gleizes, Morgane Barthod",Industrial Applications Track,Improving Wind Power Forecasting through Cooperation: A Case-Study on Operating Farms,TRUE," Esteoule, ",7,17,17," Esteoule, "
,ea0467,Evaluation of Optimization for Pedestrian Route Guidance in Real-world Crowded Scene,1,467,"Shusuke Shigenaka, Shunki Takami, Masaki Onishi, Itsuki Noda, Tomohisa Yamashita",Engineering Multiagent Systems Track,Evaluation of Optimization for Pedestrian Route Guidance in Real-world Crowded Scene,TRUE," Shigenaka, ",8,19,19," Shigenaka, "
,ea0477,Cooperative Routing with Heterogeneous Vehicles,1,477,"Keisuke Otaki, Satoshi Koide, Ayano Okoso, Tomoki Nishi",Main Track,Cooperative Routing with Heterogeneous Vehicles,TRUE," Otaki, ",8,15,15," Otaki, "
,ea0485,Summary: Distributed Task Assignment and Path Planning with Limited Communication for Robot Teams,1,485,"Dario Albani, Wolfgang Hoenig, Nora Ayanian, Daniele Nardi, Vito Trianni",Robotics Track,Distributed Task Assignment and Path Planning with Limited Communication for Robot Teams,FALSE," Albani, ",6,14,14," Albani, "
,ea0487,How to Get the Most from Goods Donated to Charities,1,487,"Christopher Culley, Ji Qi, Carmine Ventre",Main Track,How to get the most from goods donated to charities,FALSE," Culley, ",12,20,20," Culley, "
,ea0488,Actor-Critic Algorithms for Constrained Multi-agent Reinforcement Learning,1,488,"Raghuram Bharadwaj Diddigi, Sai Koti Reddy Danda, Prabuchandran Krithivasan Jayachandran, Shalabh Bhatnagar",Main Track,Actor-Critic Algorithms for Constrained Multi-agent Reinforcement Learning,TRUE, Bharadwaj ,9,19,19, Bharadwaj 
,ea0502,Thompson Sampling Based Multi-Armed-Bandit Mechanism Using Neural Networks,1,502,"Manisha Padala, Sujit Gujar",Main Track,Thompson Sampling Based Multi-Armed-Bandit Mechanism Using Neural Networks,TRUE," Padala, ",8,16,16," Padala, "
,ea0506,Computing Stable Solutions in Threshold Network Flow Games With Bounded Treewidth,1,506,"Aldo Pacchiano, Yoram Bachrach",Main Track,Computing Stable Solutions in Threshold Network Flow Games With Bounded Treewidth,TRUE," Pacchiano, ",5,16,16," Pacchiano, "
,ea0522,Hybrid BiLSTM-Siamese Network for Relation Extraction,1,522,"Zeyuan Cui, Shijun Liu",Main Track,Hybrid BiLSTM-Siamese Network for Relation Extraction,TRUE," Cui, ",7,12,12," Cui, "
,ea0526,Efficient City-Scale Patrolling Using Decomposition and Grafting,1,526,"Wanyuan Wang, Zichen Dong, Bo An, Yichuan Jiang",Main Track,Efficient City-Scale Patrolling Using Decomposition and Grafting,TRUE," Wang, ",8,14,14," Wang, "
,ea0534,Risk Averse Reinforcement Learning for Mixed Multi-agent Environments,1,534,"Sai Koti Reddy Danda, Amrita Saha, Srikanth Tamilselvam, Priyanka Agrawal, Pankaj Dayama",Main Track,Risk Averse Reinforcement Learning for Mixed Multi-agent Environments,TRUE, Koti ,4,9,9, Koti 
,ea0567,From Hotelling to Load Balancing: Approximation and the Principle of Minimum Differentiation,1,567,"Matthias Feldotto, Pascal Lenzner, Louise Molitor, Alexander Skopalik",Main Track,From Hotelling to Load Balancing: Approximation and the Principle of Minimum Differentiation,TRUE," Feldotto, ",9,19,19," Feldotto, "
,ea0577,Online Motion Concept Learning: A Novel Algorithm for Sample-Efficient Learning and Recognition of Human Actions,1,577,"Miguel Vasco, Francisco Melo, David Martins de Matos, Ana Paiva, Tetsunari Inamura",Main Track,Online Motion Concept Learning: A novel algorithm for sample-efficient learning and recognition of human actions,FALSE," Vasco, ",7,14,14," Vasco, "
,ea0586,Delayed and Time-Variant Patrolling Strategies against Attackers with Local Observation Capabilities,1,586,"Carlos Diaz Alvarenga, Nicola Basilico, Stefano Carpin",Robotics Track,Delayed and Time-Variant Patrolling Strategies against Attackers with Local Observation Capabilities,TRUE, Diaz ,7,12,12, Diaz 
,ea0590,"Deriving Norms from Actions, Values and Context",1,590,"Myrthe Tielman, Catholijn Jonker, M. Birna van Riemsdijk",Engineering Multiagent Systems Track,"Deriving norms from actions, values and context",FALSE," Tielman, ",7,16,16," Tielman, "
,ea0605,Rethinking the Neutrality Axiom in Judgment Aggregation,1,605,"Zoi Terzopoulou, Ulle Endriss",Main Track,Rethinking the Neutrality Axiom in Judgment Aggregation,TRUE," Terzopoulou, ",4,17,17," Terzopoulou, "
,ea0606,Explaining Failures Propagations in the Execution of Multi-Agent Temporal Plans,1,606,"Gianluca Torta, Roberto Micalizio, Samuele Sormano",Main Track,Explaining Failures Propagations in the Execution of Multi-Agent Temporal Plans,TRUE," Torta, ",9,16,16," Torta, "
,ea0612,Logically-Constrained Neural Fitted Q-iteration,1,612,"Mohammadhosein Hasanbeig, Alessandro Abate, Daniel Kroening",Main Track,Logically-Constrained Neural Fitted Q-iteration,TRUE," Hasanbeig, ",15,26,26," Hasanbeig, "
,ea0613,A Homophily-Free Community Detection Framework for Trajectories with Delayed Responses,1,613,"Chung-Kyun Han, Shih-Fen Cheng, Pradeep Varakantham",Main Track,A Homophily-Free Community Detection Framework for Trajectories with Delayed Responses,TRUE," Han, ",11,16,16," Han, "
,ea0615,Stability of Human-Inspired Agent Societies,1,615,"Joe Collenette, Katie Atkinson, Daan Bloembergen, Karl Tuyls",Main Track,Stability of Human-Inspired Agent Societies,TRUE," Collenette, ",4,16,16," Collenette, "
,ea0616,Deep Generative and Discriminative Domain Adaptation,1,616,Han Zhao,Main Track,Deep Generative and Discriminative Domain Adaptation,TRUE, Zhao,4,#VALUE!,8, Zhao
,ea0619,An Adaptable Self-Monitoring Framework for Complex Machines,1,619,"Leilani Gilpin, Lalana Kagal",Robotics Track,An Adaptable Self-Monitoring Framework for Complex Machines,TRUE," Gilpin, ",8,16,16," Gilpin, "
,ea0637,Towards Predictive Execution Monitoring in BDI Recipes,1,637,"Mika Barkan, Gal Kaminka",Main Track,Predictive Execution Monitoring of BDI Recipes,FALSE," Barkan, ",5,13,13," Barkan, "
,ea0639,Aggregating Citizen Preferences for Public Projects Through Civic Crowdfunding,1,639,"Sankarshan Damle, Moin Hussain Moti, Praphul Chandra, Sujit Gujar",Main Track,Aggregating Citizen Preferences for Public Projects Through Civic Crowdfunding,TRUE," Damle, ",11,18,18," Damle, "
,ea0648,The Gift Exchange Game: Managing Opponent Actions,1,648,"Steven Damer, Maria Gini, Jeffrey Rosenschein",Main Track,The Gift Exchange Game: Managing Opponent Actions,TRUE," Damer, ",7,14,14," Damer, "
,ea0652,DeepAggregation: A New Approach for Aggregating Incomplete Ranked Lists using Multi-Layer Graph Embedding,1,652,"Rohith D Vallam, Ramasuri Narayanam, Srikanth Tamilselvam, Nicholas Mattei, Sudhanshu Singh, Shweta Garg, Gyana Parija",Main Track,DeepAggregation: A New Approach for Aggregating Incomplete Ranked Lists using Multi-Layer Graph Embedding,TRUE, D ,7,9,9, D 
,ea0653,A Social Choice Theoretic Perspective on Database Aggregation,1,653,"Francesco Belardinelli, Umberto Grandi",Main Track,A Social Choice Perspective on Database Aggregation,FALSE," Belardinelli, ",10,24,24," Belardinelli, "
,ea0663,A Privacy Preserving Multiagent System for Load Balancing in the Smart Grid,1,663,"Shangyu Xie, Yuan Hong, Peng-Jun Wan",Main Track,A Privacy Preserving Multiagent System for Load Balancing in the Smart Grid,TRUE," Xie, ",8,13,13," Xie, "
,ea0674,Collaborative Reinforcement Learning Model for Sustainability of Cooperation in Sequential Social Dilemmas,1,674,"Ritwik Chaudhuri, Kushal Mukherjee, Rohith D Vallam, Ayush Kumar, Antriksh Mathur, Shweta Garg, Sudhanshu Singh, Gyana Parija, Ramasuri Narayanam",Main Track,Collaborative Reinforcement Learning Model for Sustainability of Cooperation in Sequential Social Dilemmas,TRUE," Chaudhuri, ",7,18,18," Chaudhuri, "
,ea0679,A Truthful Online Mechanism for Allocating Fog Computing Resources,1,679,"Fan Bi, Sebastian Stein, Enrico Gerding, Nick Jennings, Tom La Porta",Main Track,A Truthful Online Mechanism for Allocating Fog Computing Resources,TRUE," Bi, ",4,8,8," Bi, "
,ea0694,Interpretable Automated Machine Learning in Maana™ Knowledge Platform,1,694,"Fangkai Yang, Alexander Elkholy, Steven Gustafson",Industrial Applications Track,Interpretable Automated Machine Learning in Maana Knowledge Platform,FALSE," Yang, ",8,14,14," Yang, "
,ea0696,Teaching Social Behavior through Human Reinforcement for Ad hoc Teamwork - The STAR Framework,1,696,"Shani Alkoby, Avilash Rath, Peter Stone",Main Track,Teaching Social Behavior through Human Reinforcement for Ad hoc Teamwork: The STAR Framework,FALSE," Alkoby, ",6,14,14," Alkoby, "
,ea0709,Power Indices for Team Reformation Planning Under Uncertainty,1,709,"Jonathan Cohen, Abdel-Illah Mouaddib",Main Track,Power indices for team reformation planning under uncertainty,FALSE," Cohen, ",9,16,16," Cohen, "
,ea0715,The StarCraft Multi-Agent Challenge,1,715,"Mikayel Samvelyan, Tabish Rashid, Gregory Farquhar, Jakob Foerster, Christian Schroeder de Witt, Nantas Nardelli, Tim G. J. Rudner, Chia-Man Hung, Philip H. S. Torr, Shimon Whiteson",Engineering Multiagent Systems Track,The StarCraft Multi-Agent Challenge,TRUE," Samvelyan, ",8,19,19," Samvelyan, "
,ea0722,Adversarial Imitation Learning from State-only Demonstrations,1,722,"Faraz Torabi, Garrett Warnell, Peter Stone",Robotics Track,Generative Adversarial Imitation from Observation,FALSE," Torabi, ",6,14,14," Torabi, "
,ea0726,Verifying Strategic Abilities in Multi-agent Systems with Private Data-Sharing,1,726,"Francesco Belardinelli, Ioana Boureanu, Catalin Dima, Vadim Malvone",Main Track,Verifying Strategic Abilities in Multi-agent Systems with Private Data-Sharing,TRUE," Belardinelli, ",10,24,24," Belardinelli, "
,ea0732,Curriculum Learning for Tightly Coupled Multiagent Systems,1,732,"Golden Rockefeller, Patrick Mannion, Kagan Tumer",Main Track,Curriculum Learning for Tightly Coupled Multiagent Systems,TRUE," Rockefeller, ",7,20,20," Rockefeller, "
,ea0737,A Compression-Inspired Framework for Macro Discovery,1,737,"Francisco Garcia, Bruno da Silva, Philip Thomas",Main Track,A Compression-Inspired Framework for Macro Discovery,TRUE," Garcia, ",10,18,18," Garcia, "
,ea0741,When to Stop for Safe Manipulation in Unstructured Environments?,1,741,"Abdullah Cihan Ak, Arda Inceoglu, Sanem Sariel",Robotics Track,When to stop for safe manipulation in unstructured environments?,FALSE, Cihan ,9,15,15, Cihan 
,ea0750,X*: Anytime Multiagent Planning With Bounded Search,1,750,"Kyle Vedder, Joydeep Biswas",Main Track,X*: Anytime Multiagent Planning With Bounded Search,TRUE," Vedder, ",5,13,13," Vedder, "
,ea0752,Towards a Prototypical Approach to Tool-Use Improvisation,1,752,"Madhura Thosar, Christian Mueller, Georg Jäger, Till Mossakowski, Sebastian Zug",Robotics Track,What Stands-in for a Missing Tool?: A Prototypical Grounded Knowledge-based Approach to Tool Substitution,FALSE," Thosar, ",8,16,16," Thosar, "
,ea0773,Training Cooperative Agents for Multi-Agent Reinforcement Learning,1,773,"Sushrut Bhalla, Sriram Ganapathi Subramanian, Mark Crowley",Main Track,Training Cooperative Agents for Multi-Agent Reinforcement Learning,TRUE," Bhalla, ",8,16,16," Bhalla, "
,ea0787,Long-term Autonomous Mobile Manipulation under Uncertainty,1,787,"Michael Lanighan, Roderic Grupen",Robotics Track,Long-term Autonomous Mobile Manipulation under Uncertainty,TRUE," Lanighan, ",8,18,18," Lanighan, "
,ea0789,Is Agent Software More Complex than Other Software?,1,789,"Alon Zanbar, Gal Kaminka",Engineering Multiagent Systems Track,Agent Software is More Complex than Other Software: An Empirical Investigation,FALSE," Zanbar, ",5,13,13," Zanbar, "
,ea0797,A Property-based Testing Framework for Multi-Agent Systems,1,797,"Lars-Åke Fredlund, Clara Benac Earle",Engineering Multiagent Systems Track,A Property-based Testing Framework for Multi-Agent Systems,TRUE," Fredlund, ",9,19,19," Fredlund, "
,ea0808,Removing the Target Network from Deep Q-Networks with the Mellowmax Operator,1,808,"Seungchan Kim, Kavosh Asadi, Michael Littman, George Konidaris",Main Track,Removing the Target Network from Deep Q-Networks with Mellowmax Operator,FALSE," Kim, ",10,15,15," Kim, "
,ea0816,Modeling Human Decision-Making during Hurricanes: From Model to Data Collection to Prediction,1,816,"Nutchanon Yongsatianchot, Stacy Marsella",Main Track,Modeling Human Decision-Making during Hurricanes: From Model to Data Collection to Prediction,TRUE," Yongsatianchot, ",10,26,26," Yongsatianchot, "
,ea0825,Social Power in Human-Robot Interaction: Towards More Persuasive Robots,1,825,"Mojgan Hashemian, Ana Paiva, Samuel Mascarenhas, Pedro Santos, Rui Prada",Main Track,Social Power in Human-Robot Interaction: Towards more Persuasive Robots,FALSE," Hashemian, ",7,18,18," Hashemian, "
,ea0852,Applying Norms and Sanctions to Promote Cybersecurity Hygiene,1,852,"Shubham Goyal, Nirav Ajmeri, Munindar Singh",Main Track,Applying Norms and Sanctions to Promote Cybersecurity Hygiene,TRUE," Goyal, ",8,15,15," Goyal, "
,ea0862,Learn a Robust Policy in Adversarial Games via Playing with an Expert Opponent,1,862,"Jialian Li, Tongzheng Ren, Hang Su, Jun Zhu",Main Track,Learn a Robust Policy in Adversarial Games via Playing with an Expert Opponent,TRUE," Li, ",8,12,12," Li, "
,ea0865,Smart Targets to Avoid Observation in CTO Problem,1,865,"Leonardo Ferreira da Costa, Thayanne Franca da Silva, Jose Luis Alves Leite, Raimundo Juracy Campos Ferro Junior, Raphael Pinheiro de Souza, Joao Pedro Bernardino Andrade, Gustavo Augusto Lima de Campos",Main Track,Smart Targets to Avoid Observation in CTO problem,FALSE, Ferreira ,9,18,18, Ferreira 
,ea0894,The Unbroken Telephone Game: Keeping Swarms Connected,1,894,"Vivek Shankar Varadharajan, Bram Adams, Giovanni Beltrame",Robotics Track,The unbroken telephone game: keeping swarms connected,FALSE, Shankar ,6,14,14, Shankar 
,ea0901,Optimal Risk in Multiagent Blind Tournaments,1,901,Theodore Perkins,Main Track,Optimal Risk in Multiagent Blind Tournaments,TRUE, Perkins,9,#VALUE!,16, Perkins
,ea0914,To be Big Picture Thinker or Detail-Oriented? Utilizing Perceived Gist Information to Achieve Efficient Convention Emergence with Bilateralism and Multilateralism,1,914,"Shuyue Hu, Chin-wing Leung, Ho-fung Leung, Jiamou Liu",Main Track,To be Big Picture Thinker or Detail-Oriented? Utilizing Perceived Gist Information to Achieve Efficient Convention Emergence with Bilateralism and Multilateralism,TRUE," Hu, ",7,11,11," Hu, "
,ea0925,The DARPA SocialSim Challenge: Massive Multi-Agent Simulations of the Github Ecosystem,1,925,"Jim Blythe, Emilio Ferrara, Diana Huang, Kristina Lerman, Goran Muric, Anna Sapienza, Alexey Tregubov, Diogo Pacheco, John Bollenbacher, Alessandro Flammini, Pik-Mai Hui, Fil Menczer",Main Track,The DARPA SocialSim Challenge: Massive Multi-Agent Simulations of the Github Ecosystem,TRUE," Blythe, ",4,12,12," Blythe, "
,ea0936,Active Learning with Gaussian Processes for High Throughput Phenotyping,1,936,"Sumit Kumar, Wenhao Luo, George Kantor, Katia Sycara",Robotics Track,Active Learning with Gaussian Processes for High Throughput Phenotyping,TRUE," Kumar, ",6,13,13," Kumar, "
,ea0955,Escape Room: A Configurable Testbed for Hierarchical Reinforcement Learning,1,955,"Jacob Menashe, Peter Stone",Main Track,Escape Room: A Configurable Testbed for Hierarchical Reinforcement Learning,TRUE," Menashe, ",6,15,15," Menashe, "
,ea0976,Bribery in Balanced Knockout Tournaments,1,976,"Christine Konicki, Virginia Vassilevska Williams",Main Track,Bribery in Balanced Knockout Tournaments,TRUE," Konicki, ",10,19,19," Konicki, "
,ea0998,Cooperative Multi-Agent Deep Reinforcement Learning in Soccer Domains,1,998,"Jim Martin Catacora Ocana, Francesco Riccio, Roberto Capobianco, Daniele Nardi",Robotics Track,Cooperative Multi-Agent Deep Reinforcement Learning in Soccer Domains,TRUE, Martin ,4,11,11, Martin 
,ea0028,Learning Efficient Communication in Cooperative Multi-Agent Environment,2,28,"Yuhang Zhao, Xiujun Ma",Main Track,Learning Efficient Communication in Cooperative Multi-Agent Environment,TRUE," Zhao, ",7,13,13," Zhao, "
,ea0030,Integrating Personality and Mood with Agent Emotions,2,30,"Suman Ojha, Jonathan Vitale, Syed Ali Raza, Richard Billingsley, Mary-Anne Williams",Socially Interactive Agents Track,Integrating Personality and Mood with Agent Emotions,TRUE," Ojha, ",6,12,12," Ojha, "
,ea0042,Local Distance Restricted Bribery in Voting,2,42,Palash Dey,Main Track,Optimal Bribery in Voting,FALSE, Dey,7,#VALUE!,10, Dey
,ea0043,Ethically Aligned Multi-agent Coordination to Enhance Social Welfare,2,43,"Han Yu, Zhiqi Shen, Lizhen Cui, Yongqing Zheng, Victor Lesser",Main Track,Coordinating Sacrifices to Enhance Social Welfare in Multi-agent Systems,FALSE," Yu, ",4,8,8," Yu, "
,ea0066,The Multimodal Correction Detection Problem,2,66,"Keren Nivasch, Amos Azaria",Socially Interactive Agents Track,A Method for Detecting Corrections to a Socially Aware Personal Assistant,FALSE," Nivasch, ",6,15,15," Nivasch, "
,ea0069,Installing Resilience in Distributed Constraint Optimization Operated by Physical Multi-Agent Systems,2,69,"Pierre Rust, Gauthier Picard, Fano Ramparany",Main Track,Installing Resilience in Distributed Constraint Optimization Operated by Physical Multi-Agent Systems,TRUE," Rust, ",7,13,13," Rust, "
,ea0071,Engineering Business Processes through Accountability and Agents,2,71,"Matteo Baldoni, Cristina Baroglio, Roberto Micalizio, Olivier Boissier, Stefano Tedeschi",Engineering Multiagent Systems Track,Engineering Business Processes through Accountability and Agents,TRUE," Baldoni, ",7,16,16," Baldoni, "
,ea0080,Student-Project-Resource Matching-Allocation Problems: Two-Sided Matching Meets Resource Allocation,2,80,"Anisse Ismaili, Kentaro Yahiro, Makoto Yokoo, Tomoaki Yamaguchi",Main Track,Student-Project-Resource Matching-Allocation Problems: Two-Sided Matching Meets Resource Allocation,TRUE," Ismaili, ",7,16,16," Ismaili, "
,ea0084,Inverse Kinematics and Sensitivity Minimization of an n-Stack Stewart Platform,2,84,"David Balaban, John Cooper, Erik Komendera",Robotics Track,Inverse Kinematics and Sensitivity Minimization of an n-Stack Stewart Platform,TRUE," Balaban, ",6,15,15," Balaban, "
